"";"Value";"Duration";"Start";"End";"mean_x";"mean_y";"POGsdSacAmp";"RMS";"Order";"Trial";"image";"onset_time";"PP";"AGE";"fix";"x";"y";"SIZE";"DFC";"SAL";"SK";"FIX";"NFIX";"FDUR";"FIXO";"second";"di_obj_cen"
"26081";"f";372;5663;6034;338.928091397849;538.051285282258;0.226217988955334;0.0443525681930817;8;7;1251;1066;"PP43";6.29;"tijdschrijft";313.1880606;542.0404352;0.01416875;257.137871797138;0.734145288071176;3;1;3;578;4;TRUE;26.0473127700432
"26083";"f";256;6077;6332;301.7626953125;388.970947265625;0.159747089580288;0.0391029273780327;9;7;1251;1066;"PP43";6.29;"kussen";587.1325615;446.969754;0.0287916666666667;237.946851545281;0.575142589597344;3;0;NA;NA;NA;FALSE;291.204090133506
"26085";"f";446;6373;6818;371.179932735426;302.955962724215;0.342888666655981;0.0391042448021697;10;7;1251;1066;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26087";"f";432;6859;7290;276.984953703704;406.751844618056;0.189257574392557;0.0307683052624847;11;7;1251;1066;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26089";"f";510;7323;7832;358.127450980392;539.708180147059;0.205691221964785;0.0375137711765317;12;7;1251;1066;"PP43";6.29;"tijdschrijft";313.1880606;542.0404352;0.01416875;257.137871797138;0.734145288071176;3;1;3;578;4;FALSE;44.9998691264011
"26091";"f";320;7869;8188;348.0859375;436.864013671875;0.155769810800415;0.0304514462606045;13;7;1251;1066;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26093";"f";344;8211;8554;286.620639534884;384.824672965116;0.167164522801692;0.0313046879525492;14;7;1251;1066;"PP43";6.29;"kussen";587.1325615;446.969754;0.0287916666666667;237.946851545281;0.575142589597344;3;0;NA;NA;NA;TRUE;306.870373838858
"26095";"f";410;8617;9026;392.125;519.503620426829;0.182989694415696;0.0371281051570128;15;7;1251;1066;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26103";"f";318;1315;1632;641.898584905663;282.55085495283;0.12208580432262;0.0304015029210856;1;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;108.966202499558
"26105";"f";484;1681;2164;268.592458677686;226.336518595041;0.196411556930425;0.0350634301112991;2;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;TRUE;275.841257428446
"26107";"f";228;2215;2442;490.685307017544;219.017269736842;0.135879072780235;0.0316052396123332;3;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;92.1670694622156
"26109";"f";464;2483;2946;604.329202586207;148.888739224138;0.16306592781597;0.0281243376975704;4;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26111";"f";572;3053;3624;298.977272727273;220.65463833042;0.26164445579061;0.0308305624271481;5;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;248.459208244304
"26113";"f";486;3675;4160;561.27829218107;166.65943287037;0.109755630981961;0.0299644325244235;6;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26115";"f";620;4211;4830;269.241935483871;235.773689516129;0.243438534944337;0.0314051568305726;7;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;272.835095902062
"26117";"f";406;4869;5274;121.308497536946;79.2718596059115;0.206616871391655;0.0320432227480823;8;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26119";"f";710;5291;6000;76.3961267605631;36.8761003521127;0.4484742510771;0.0425381589363352;9;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26122";"f";186;6195;6380;69.6438172043013;206.892641129032;0.274990710757929;0.0451631750537678;10;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26126";"f";990;6839;7828;275.164141414141;422.562736742424;0.595544759713515;0.0382405933463564;12;8;1369;816;"PP43";6.29;"stoel";193.921625;323.8709618;0.124720833333333;207.456307390474;0.467981934714758;3;1;1;990;11;FALSE;127.8296245578
"26128";"f";282;7869;8150;219.698581560284;308.174035904255;0.347456201177783;0.0368855424807053;13;8;1369;816;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26130";"f";424;8205;8628;488.879716981132;314.883365271226;0.665074141036183;0.0473650521334822;14;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;47.8061634513347
"26132";"f";166;8651;8816;558.870481927711;297.698606927711;0.154398415137546;0.0484632113865105;15;8;1369;816;"PP43";6.29;"bureau";534.3671749;300.1755294;0.268366666666667;134.367289535766;0.351139300620108;3;1;7;318;1;FALSE;24.6281789872493
"26137";"f";152;1543;1694;210.814144736842;339.496813322368;0.336544783130498;0.0395493476156523;1;9;1266;714;"PP43";6.29;"vaas met plant";180.6002739;362.8915301;0.101929166666667;228.235808702821;0.423214435988988;1;1;1;152;1;FALSE;38.2124425292465
"26139";"f";158;2087;2244;265.893987341772;431.168413765823;0.196183126067228;0.0476342749537194;2;9;1266;714;"PP43";6.29;"dienblad";248.5915394;261.6857761;0.06835625;156.18099015737;0.50243514834331;2;1;2;158;2;FALSE;170.363550018607
"26141";"f";470;2425;2894;263.327127659574;424.672539893617;0.273798772820951;0.0379122327583949;3;9;1266;714;"PP43";6.29;"dienblad";248.5915394;261.6857761;0.06835625;156.18099015737;0.50243514834331;2;1;2;158;2;TRUE;163.651528356053
"26143";"f";436;2943;3378;404.836582568808;408.094717603211;0.295906983227658;0.0262197547825219;4;9;1266;714;"PP43";6.29;"ouderwets blik";489.8862233;475.9584156;0.131910416666667;197.587694846166;0.583229286660969;1;1;1;436;4;FALSE;108.806814558208
"26145";"f";656;3435;4090;585.15243902439;279.359994283536;0.242335138122041;0.0289801562480534;5;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;58.4167007175121
"26147";"f";534;4129;4662;549.719101123596;168.188202247191;0.203958323376301;0.0270015896650879;6;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;TRUE;65.692242806517
"26149";"f";564;4709;5272;664.862588652481;154.409075797872;0.128656128763634;0.0255728222632926;7;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;101.189848210663
"26151";"f";610;5301;5910;599.764344262295;209.392930327869;0.187120760713662;0.0266750759661824;8;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;16.0615051263836
"26153";"f";418;5945;6362;675.816387559806;186.0870215311;0.154376022240621;0.0244253653115001;9;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;93.8551406422399
"26155";"f";622;6379;7000;701.5172829582;168.035947548231;0.17436138897391;0.0278270970127911;10;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;124.637568224901
"26157";"f";504;7019;7522;667.5248015873;156.440662202381;0.152767432969167;0.0279421075367474;11;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;101.908031224185
"26159";"f";588;7541;8128;712.806122448981;126.37715242347;0.400968678587662;0.030043157160618;12;9;1266;714;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26161";"f";562;8153;8714;677.186387900356;142.005393683274;0.503153813518814;0.0280117705766757;13;9;1266;714;"PP43";6.29;"plant";588.7174474;221.0521763;0.112958333333333;204.565475657337;0.506084868473395;3;1;8;656;5;FALSE;118.638725866858
"26169";"f";526;1699;2224;572.193441064639;284.398021625475;0.205720212354054;0.0346030950454362;1;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26171";"f";250;2273;2522;307.14;180.871875;0.135006251790446;0.0287592505099934;2;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26173";"f";318;2567;2884;399.830974842767;162.912735849057;0.215327957406157;0.0301315269001144;3;10;1014;982;"PP43";6.29;"vaas met bloemen";438.2780124;96.39664596;0.0167708333333333;207.17029712348;0.807862623310194;2;1;1;318;3;FALSE;76.8281518133577
"26175";"f";378;2913;3290;419.513888888889;228.810143849207;0.115056868502101;0.0289466140380387;4;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;121.600281697934
"26177";"f";404;3311;3714;384.375;242.485303217822;0.135203508994477;0.0291618332644707;5;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;TRUE;104.95215633809
"26179";"f";362;3739;4100;448.335635359116;219.444924033149;0.17798087326607;0.0345208409100078;6;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;139.737154621464
"26181";"f";364;4117;4480;418.080357142857;234.194711538462;0.118515204252057;0.0274864457351143;7;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;116.030658431974
"26183";"f";514;4497;5010;381.862840466926;239.760153210117;0.121209836108351;0.0276038253336878;8;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;107.870488398281
"26185";"f";332;5051;5382;447.846385542169;218.413497740964;0.279800163640314;0.0338473989076205;9;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;140.484323642334
"26187";"f";384;5427;5810;418.294270833333;235.366821289062;0.103969081439581;0.030323317786085;10;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;114.938932223709
"26189";"f";378;5835;6212;376.782407407408;246.636284722222;0.123327091271234;0.0268373466401996;11;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;101.6445354148
"26191";"f";538;6235;6772;447.386152416357;215.365793447955;0.308042857350939;0.0347215218833941;12;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;143.103284287507
"26193";"f";164;6775;6938;456.448170731707;217.604325457317;0.113742021422362;0.030171477678781;13;10;1014;982;"PP43";6.29;"wc";391.6829407;347.1827202;0.132283333333333;47.910150895938;0.471152076578663;3;1;10;378;4;FALSE;144.862332595988
"26195";"f";284;6995;7278;564.841549295774;36.1300616197183;0.358645243118459;0.0347496006506798;14;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26197";"f";398;7299;7696;512.993090452261;37.5147220477387;0.116415844907348;0.0263443231970598;15;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26199";"f";548;7741;8288;664.74224452555;19.4685218978102;0.181984558540819;0.0284223098508585;16;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26201";"f";422;8349;8770;317.656990521327;138.217380035545;0.290293825158634;0.033945844570472;17;10;1014;982;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26203";"f";156;8827;8982;77.1634615384612;61.2830528846156;0.124959619034906;0.036969790303356;18;10;1014;982;"PP43";6.29;"handdoek";51.75806649;94.16218869;0.01698125;404.526450083145;0.292723952326028;3;1;1;156;18;FALSE;41.5508323487904
"26210";"f";374;1409;1782;557.870989304813;256.838026403743;0.295657180312204;0.0325373543361385;1;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26212";"f";432;1821;2252;591.018518518519;280.048285590278;0.22147922143415;0.0362148511451931;2;11;1316;716;"PP43";6.29;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;2;432;2;FALSE;30.3474060414672
"26214";"f";314;2299;2612;399.251592356688;234.707155652866;0.141786061326029;0.0274108078341273;3;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26216";"f";568;2631;3198;430.484154929577;252.452409771127;0.325550491920366;0.0316404040511577;4;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26218";"f";372;3407;3778;593.605510752688;275.970262096774;0.241879484437186;0.0330112847895917;5;11;1316;716;"PP43";6.29;"laptop";601.2842655;308.606638;0.0271166666666667;201.468185486087;0.704520948164212;3;1;2;432;2;TRUE;33.5275454897316
"26220";"f";330;3911;4240;405.125;378.0078125;0.245781320547758;0.0333906096348075;6;11;1316;716;"PP43";6.29;"bureau";411.5770592;367.6389741;0.02648125;68.6225846222269;0.470304599827352;3;1;2;330;6;FALSE;12.2123657694001
"26222";"f";670;4679;5348;291.113805970149;514.045592350746;0.383020326841183;0.0393204754206931;7;11;1316;716;"PP43";6.29;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;3;1;2;670;7;FALSE;109.357118651944
"26224";"f";238;5421;5658;331.066176470588;363.512670693277;0.198831991570229;0.0447621674272693;8;11;1316;716;"PP43";6.29;"bureau";411.5770592;367.6389741;0.02648125;68.6225846222269;0.470304599827352;3;1;2;330;6;TRUE;80.6165530004443
"26226";"f";332;5663;5994;333.652108433735;374.671733810241;0.158232758313;0.0284929994473145;9;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26228";"f";902;6029;6930;226.527161862527;448.628048780488;0.266874944970258;0.0308154961073464;10;11;1316;716;"PP43";6.29;"bureaustoel";195.458905;461.0444667;0.116472916666667;260.331288578771;0.51632560733111;3;1;2;670;7;TRUE;33.4574956986916
"26230";"f";280;6979;7258;390.803571428571;309.588448660714;0.104891658888041;0.0336504969812298;11;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26232";"f";378;7277;7654;402.96626984127;269.828869047619;0.107602786452985;0.0271563464935107;12;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26234";"f";414;7665;8078;412.614734299517;248.134624094203;0.131592426421117;0.026866309890375;13;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26236";"f";294;8101;8394;469.068877551021;255.883290816326;0.137786386220418;0.0276787784418636;14;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26238";"f";284;8421;8704;563.802816901409;265.182108274648;0.184454264640549;0.0342534160385867;15;11;1316;716;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26246";"f";244;1377;1620;248.002049180328;236.617891905738;0.117874347564242;0.0305778569410716;1;12;1328;766;"PP43";6.29;"laptop";303.3888939;259.8509064;0.0926291666666667;104.621486999276;0.673202026481832;3;1;2;244;1;FALSE;60.0622637809436
"26248";"f";544;1697;2240;496.139705882353;130.642520680147;0.225455669077817;0.0309751446981262;2;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;52.1654982811722
"26250";"f";364;2257;2620;514.381868131868;139.218106112637;0.201560534292875;0.0326143624711449;3;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;TRUE;32.7581190018715
"26252";"f";606;2637;3242;541.367574257426;119.270188737624;0.193229102657327;0.0281612920585139;4;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;23.6460261192351
"26254";"f";248;3273;3520;413.568548387097;97.530241935484;0.305886861776178;0.0401886548740564;5;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;140.722068342927
"26256";"f";398;3545;3942;513.059045226131;108.321882851759;0.159839024921106;0.030913778260315;6;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;47.9808956462871
"26258";"f";152;3957;4108;548.059210526316;123.216488486842;0.226196238133703;0.0461083126433713;7;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;19.0483688003545
"26264";"f";514;4357;4870;525.381809338521;189.225893725681;0.27381616553124;0.0314616177052032;8;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;51.7250598019575
"26268";"f";396;5381;5776;579.583333333333;422.52900094697;0.189029107499266;0.0338907873647747;10;12;1328;766;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26270";"f";214;5829;6042;309.170560747664;244.297605140187;0.146257767940617;0.031798476730261;11;12;1328;766;"PP43";6.29;"laptop";303.3888939;259.8509064;0.0926291666666667;104.621486999276;0.673202026481832;3;1;2;244;1;TRUE;16.5931567706655
"26272";"f";296;6087;6382;546.478040540541;195.944626266892;0.247578415058062;0.0363142212032606;12;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;53.7117438713463
"26274";"f";402;6397;6798;518.715796019901;184.692747201493;0.213597999624357;0.0325358164419207;13;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;51.0162879253549
"26276";"f";286;6873;7158;117.036713286713;38.4670017482518;0.152691566818545;0.0290400195750511;14;12;1328;766;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26278";"f";322;7211;7532;453.916925465839;46.2708656832298;0.12004129315519;0.0305700246977326;15;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;133.692899688613
"26280";"f";506;7555;8060;527.705039525692;108.96121541502;0.226165610808428;0.0322440020439534;16;12;1328;766;"PP43";6.29;"computerscherm";547.0007299;142.2354257;0.131295833333333;215.635979114432;0.671848139541395;2;1;12;544;2;FALSE;38.4642267192552
"26282";"f";426;8081;8506;527.940140845071;32.7932438380281;0.180810681389038;0.0290816038869143;17;12;1328;766;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26284";"f";258;8509;8766;521.468023255814;26.7578125;0.188250429431586;0.0294680498298304;18;12;1328;766;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26291";"f";346;1517;1862;302.720375722543;285.585260115607;0.20061632590395;0.0308702997770755;1;13;1306;1100;"PP43";6.29;"tekst";596.905683;184.5813465;0.01389375;228.239596851931;0.51730017344269;1;0;NA;NA;NA;FALSE;311.041453159544
"26293";"f";358;1919;2276;529.553072625698;160.124607192738;0.143260647197951;0.0270459630576745;2;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;45.0446778907001
"26295";"f";182;2279;2460;525.892857142857;165.807434752747;0.108838882116155;0.0255654275477359;3;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;TRUE;49.0056051615412
"26297";"f";322;2515;2836;305.368788819876;221.855590062112;0.176129925636554;0.0295230016138916;4;13;1306;1100;"PP43";6.29;"koffiekopje";298.6810302;248.7417343;0.104914583333333;113.547097886343;0.650560669065084;3;1;2;346;1;FALSE;27.7054302861053
"26299";"f";314;2891;3204;515.879777070064;135.915107484076;0.149375403968686;0.0310802388725767;5;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;63.6102391497141
"26301";"f";366;3227;3592;547.745901639344;158.750640368852;0.182412756296059;0.035753186036498;6;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;26.9005336283673
"26303";"f";1582;3601;5182;555.079804045512;162.886180467762;0.150325701606047;0.0287067383097153;7;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;19.6774276438386
"26305";"f";962;5499;6460;546.641112266112;213.378703222453;0.177946121349093;0.0290765471596781;8;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;59.9196132118974
"26310";"f";176;6617;6792;504.225852272728;178.950639204545;0.208491611069295;0.0333039669809703;9;13;1306;1100;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26312";"f";1466;6811;8276;557.026773533424;168.810752046385;0.221058730143883;0.028868525545329;10;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;19.4880899717318
"26314";"f";256;8295;8550;553.5791015625;119.769287109375;0.133788214048715;0.0251974969924142;11;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;45.7275662574484
"26316";"f";424;8577;9000;526.459316037736;79.7317216981131;0.166898800266295;0.0267827919333951;12;13;1306;1100;"PP43";6.29;"coca cola blikje";574.5970246;160.3803352;0.0641375;223.557088460064;0.82220226837081;1;1;9;358;2;FALSE;93.9225097907963
"26324";"f";760;1649;2408;412.263157894737;288.947368421053;0.2013642958739;0.0363011671224194;1;14;1211;1132;"PP43";6.29;"computerscherm";459.197966;229.8800133;0.0942291666666667;91.7671603160559;0.708160036068374;2;1;4;760;1;FALSE;75.4442088756613
"26326";"f";774;2443;3216;426.986434108527;190.588662790697;0.153751871692222;0.0307087092595261;2;14;1211;1132;"PP43";6.29;"computerscherm";459.197966;229.8800133;0.0942291666666667;91.7671603160559;0.708160036068374;2;1;4;760;1;TRUE;50.8074109913137
"26328";"f";450;3237;3686;475.047222222223;233.356770833333;0.109556716776123;0.028941061038806;3;14;1211;1132;"PP43";6.29;"computerscherm";459.197966;229.8800133;0.0942291666666667;91.7671603160559;0.708160036068374;2;1;4;760;1;FALSE;16.226113698087
"26330";"f";338;3729;4066;580.314349112426;390.262111686391;0.189445634194321;0.0293458631774931;4;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26332";"f";626;4083;4708;610.630990415336;362.195487220447;0.192648101850675;0.0301742431431052;5;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26334";"f";300;4731;5030;602.0375;313.66015625;0.115811819116597;0.0280138607584087;6;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26336";"f";368;5081;5448;351.864809782609;159.938646399456;0.135210418195036;0.0287522401857207;7;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26338";"f";564;5491;6054;420.361258865248;184.865359042553;0.11678110087049;0.0282309967502657;8;14;1211;1132;"PP43";6.29;"computerscherm";459.197966;229.8800133;0.0942291666666667;91.7671603160559;0.708160036068374;2;1;4;760;1;FALSE;59.4525770592659
"26340";"f";880;6105;6984;614.230113636364;372.303355823864;0.401674491243075;0.0335728359885242;9;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26343";"f";262;7157;7418;597.175572519084;333.698115458015;0.2001473191464;0.029735991192407;10;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26345";"f";666;7433;8098;623.905780780781;349.442215653153;0.2166939774386;0.0333515686853487;11;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26347";"f";554;8113;8666;646.125902527075;319.773804151625;0.244566405819152;0.0247055832425378;12;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26349";"f";410;8723;9132;593.667682926829;123.798589939024;0.229248535009457;0.0350335205868408;13;14;1211;1132;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26359";"f";382;1901;2282;601.462696335079;309.276832460733;0.187039837343461;0.0337525436338158;1;15;1383;1182;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26361";"f";256;2327;2582;651.0400390625;237.48779296875;0.158539240748689;0.0364493899605106;2;15;1383;1182;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;NA
"26363";"f";206;2619;2824;718.671116504856;204.566140776699;0.132802439342375;0.0306989341072669;3;15;1383;1182;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26365";"f";1034;2837;3870;725.288926499031;186.291858075435;0.243808730386594;0.0300900539556243;4;15;1383;1182;"PP43";6.29;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;NA
"26367";"f";742;3931;4672;309.976415094339;364.168842654987;0.507691742057889;0.0307366273135714;5;15;1383;1182;"PP43";6.29;"kussen";337.6752502;356.5255912;0.0326854166666667;84.139865098515;0.189097589322536;3;1;2;742;5;FALSE;28.734034854415
"26369";"f";504;4713;5216;189.828869047619;463.304501488095;0.194017928601025;0.0300868655325719;6;15;1383;1182;"PP43";6.29;"bed";186.3614582;507.3461209;0.158247916666667;297.71436046632;0.271419942384537;4;1;3;504;6;FALSE;44.1779037348906
